"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Meta Keywords 1","Longueur des Meta Keywords 1","H1-1","Longueur du H1-1","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Meta Robots 1","Balise X-Robots 1","Meta Refresh 1","Élément de lien en version canonique 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Élément de lien amphtml","Taille (octets)","Transféré (octets)","Total transféré (en octets)","CO2 (mg)","Empreinte carbone","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Ratio texte","Crawl profondeur","Profondeur du dossier","Link Score","Liens entrants","Liens entrants uniques","Liens entrants JS uniques","% du total","Liens sortants","Liens sortants uniques","Liens sortants JS uniques","Liens sortants externes","Liens sortants externes uniques","Liens sortants JS externes uniques","Quasi-doublon le plus proche","Nombre de quasi-doublons","Erreurs d'orthographe","Erreurs de grammaire","Hachage","Temps de réponse","Last Modified","URL de redirection","Type de redirection","Cookies","Language","Version HTTP","Lien alternate mobile","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Adresse codée en URL","Horodatage du crawl"
"https://www.infopro-digital.com/accessibility-statement-rgaa-4-1/","text/html; charset=utf-8","200","OK","Indexable","","Accessibility statement - Infopro Digital","41","347","","0","0","","0","Accessibility statement","23","Compliance Status","17","Test results","12","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/accessibility-statement-rgaa-4-1/","","","","","","65192","15422","15422","5,908","","839","264","3,178","50,442","Assez difficile","10,428","2","1","","141","69","0","44,520","42","19","0","6","3","0","","","","","42d5fb096844e707e5a425d6be8ec6ff","0,045","Fri, 20 Feb 2026 07:21:44 GMT","","","","en-GB","1.1","","","","","","https://www.infopro-digital.com/accessibility-statement-rgaa-4-1/","2026-02-20 12:50:15"
"https://www.infopro-digital.com/solutions/tradeshows/","text/html; charset=utf-8","200","OK","Indexable","","Tradeshows to connect business communities","42","415","Our 35 tradeshows are key events for the B2B sector, connecting professional communities in Europe, Asia, and the United States.","128","810","","0","Connecting professionals to opportunities in their industry ecosystem","69","Essential professional events","29","High-potential professional gatherings for sharing and innovation","65","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/solutions/tradeshows/","","","","","","73326","16147","16147","6,186","","483","89","5,427","37,732","Difficile","5,706","2","2","","7","5","0","3,230","50","24","0","20","17","0","","","","","d459a177670a8d4f43e072e740b10589","0,030","Fri, 20 Feb 2026 07:38:24 GMT","","","","en-GB","1.1","","","","","","https://www.infopro-digital.com/solutions/tradeshows/","2026-02-20 12:50:15"
"https://www.infopro-digital.com/sectors/","text/html; charset=utf-8","200","OK","Indexable","","Experts in your industry: business challenges, dedicated software","65","576","We meet the needs of construction, public sector, automotive, risk & insurance, industry, and distribution sector players.","122","744","","0","Our strength is: understanding and mastering your industry’s challenges","71","5 high-impact industries","24","Our innovative solutions","24","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/sectors/","","","","","","61505","13540","13540","5,187","","117","33","3,545","50,667","Assez difficile","2,584","2","1","","220","69","0","44,520","44","20","0","7","4","0","","","","","a30a8670bf0caada37ed5f6a71d3f459","0,032","Fri, 20 Feb 2026 07:05:20 GMT","","","","en-GB","1.1","","","","","","https://www.infopro-digital.com/sectors/","2026-02-20 12:50:15"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0162-2/3379403357.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","60531","60531","60531","23,188","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,027","Mon, 08 Dec 2025 11:25:38 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0162-2/3379403357.jpg","2026-02-20 12:50:15"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2060-2-2/1911772659.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","267641","267641","267641","102,528","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,024","Mon, 08 Dec 2025 11:25:26 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2060-2-2/1911772659.jpg","2026-02-20 12:50:15"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2060-2-2/1631910092.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","93303","93303","93303","35,743","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,028","Mon, 08 Dec 2025 11:25:23 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2060-2-2/1631910092.jpg","2026-02-20 12:50:15"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2760-2/1123637963.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","50938","50938","50938","19,513","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,051","Mon, 08 Dec 2025 11:25:10 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2760-2/1123637963.jpg","2026-02-20 12:50:15"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0162-2/3287083848.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","239626","239626","239626","91,796","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,068","Mon, 08 Dec 2025 11:25:44 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0162-2/3287083848.jpg","2026-02-20 12:50:16"
"https://www.infopro-digital.com/group/","text/html; charset=utf-8","200","OK","Indexable","","The B2B group expert on information, data and technologies","58","532","The group focuses on R&D and its mastery of data and technology to design innovative solutions for companies.","109","700","","0","We specialise in B2B information, data and technologies","55","Our clients At the heart of our business and our R&D","52","Teams on 5 continents","21","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/group/","","","","","","119149","21692","21692","8,310","","1222","210","5,819","56,790","Assez difficile","7,301","2","1","","215","70","0","45,160","44","19","0","20","17","0","","","","","c73e67b3d787f2e5dd76bc9d146af23e","0,058","Fri, 20 Feb 2026 07:17:38 GMT","","","","en-GB","1.1","","","","","","https://www.infopro-digital.com/group/","2026-02-20 12:50:15"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-1781-1/3423105502.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","58285","58285","58285","22,328","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,026","Mon, 08 Dec 2025 11:25:55 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-1781-1/3423105502.jpg","2026-02-20 12:50:16"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/dscf0101-2/2317396083.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","54993","54993","54993","21,067","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,056","Mon, 08 Dec 2025 11:25:04 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/dscf0101-2/2317396083.jpg","2026-02-20 12:50:16"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/04/benwood-r/3361007747.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","64259","64259","64259","24,616","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,079","Mon, 08 Dec 2025 11:26:48 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/04/benwood-r/3361007747.jpg","2026-02-20 12:50:16"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2931-2-1/3340238611.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","98431","98431","98431","37,707","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,064","Mon, 08 Dec 2025 11:25:18 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2931-2-1/3340238611.jpg","2026-02-20 12:50:16"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/04/benwood-r/3489951313.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","192741","192741","192741","73,835","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,040","Mon, 08 Dec 2025 11:26:49 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/04/benwood-r/3489951313.jpg","2026-02-20 12:50:16"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0046-4/3307259406.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","81426","81426","81426","31,193","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,043","Mon, 08 Dec 2025 11:25:29 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0046-4/3307259406.jpg","2026-02-20 12:50:16"
"https://www.infopro-digital.com/app/uploads/sites/2/2022/08/weare.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","53694","53694","53694","20,569","","0","","","","","0,000","2","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,048","Thu, 31 Aug 2023 07:41:56 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/2022/08/weare.jpg","2026-02-20 12:50:16"
"https://www.infopro-digital.com/fr/groupe/a-propos/","text/html; charset=utf-8","200","OK","Indexable","","L'expertise digitale au service des professionnels et des entreprises","69","595","Nous mettons l'expertise digitale au service des communautés professionnelles. Nos clients sont des entreprises et des collectivités.","133","832","","0","Toute notre expertise du digital au service des entreprises, des professionnels et des collectivités","100","14ème","5","5ème","4","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/groupe/a-propos/","","","","","","66953","15099","15099","5,784","","280","56","5,000","64,285","Normal","4,139","2","3","","8","5","0","3,230","41","18","0","6","3","0","","","","","b3486662e15ce2166346521eb8533319","0,055","Fri, 20 Feb 2026 07:29:11 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/groupe/a-propos/","2026-02-20 12:50:16"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/01/infopro-digital-2033-recadree-pour-site/3921248026.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","310752","310752","310752","119,043","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,029","Mon, 08 Dec 2025 11:26:18 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/01/infopro-digital-2033-recadree-pour-site/3921248026.jpg","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/01/infopro-digital-1850-recadree-pour-sit/3013739154.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","63612","63612","63612","24,369","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,045","Mon, 08 Dec 2025 11:26:03 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/01/infopro-digital-1850-recadree-pour-sit/3013739154.jpg","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0046-4/3483481883.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","228990","228990","228990","87,722","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,045","Mon, 08 Dec 2025 11:25:34 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0046-4/3483481883.jpg","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/01/infopro-digital-1948-recadree-pour-site/366759582.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","183899","183899","183899","70,448","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,057","Mon, 08 Dec 2025 11:26:39 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/01/infopro-digital-1948-recadree-pour-site/366759582.jpg","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2931-2-1/3617608236.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","340332","340332","340332","130,375","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,053","Mon, 08 Dec 2025 11:25:20 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-2931-2-1/3617608236.jpg","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0225-3/542908616.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","77853","77853","77853","29,824","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,062","Mon, 08 Dec 2025 11:26:42 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/infopro-digital-0225-3/542908616.jpg","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/01/infopro-digital-0123-recadree/500225318.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","69641","69641","69641","26,678","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,047","Mon, 08 Dec 2025 11:26:23 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2025/01/infopro-digital-0123-recadree/500225318.jpg","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/dscf0101-2/3806677773.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","198298","198298","198298","75,964","","0","","","","","0,000","2","8","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,047","Mon, 08 Dec 2025 11:25:06 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/cache/2024/10/dscf0101-2/3806677773.jpg","2026-02-20 12:50:17"
"https://www.infopro-digital.com/fr/actualites/john-van-der-valk-rejoint-infopro-digital-en-tant-que-directeur-general-delegue-salons/","text/html; charset=utf-8","200","OK","Indexable","","John van der Valk rejoint Infopro Digital en tant que Directeur Général Délégué Salons - Infopro Digital","104","894","","0","0","","0","John van der Valk rejoint Infopro Digital en tant que Directeur Général Délégué Salons","86","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/actualites/john-van-der-valk-rejoint-infopro-digital-en-tant-que-directeur-general-delegue-salons/","","","","","","62965","14895","14895","5,706","","351","49","7,163","53,744","Assez difficile","5,269","2","3","","6","3","0","1,940","37","15","0","6","3","0","","","","","ad513405eed27995f62dc6660162ae79","0,056","Thu, 19 Feb 2026 22:50:45 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/actualites/john-van-der-valk-rejoint-infopro-digital-en-tant-que-directeur-general-delegue-salons/","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/plugins/facetwp/assets/js/dist/front.min.js?ver=4.4.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,024","Thu, 24 Apr 2025 14:08:37 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/plugins/facetwp/assets/js/dist/front.min.js?ver=4.4.1","2026-02-20 12:50:17"
"https://www.infopro-digital.com/news/","text/html; charset=utf-8","200","OK","Indexable","","Group news and innovative business solutions for companies","58","545","Follow the news about Infopro Digital, the 8th biggest French tech group. Get updates on new platforms, tradeshows, technology solutions, and acquisitions.","155","972","","0","News","4","Search by filters","17","Infopro Digital ranked 9th French software publisher by EY","58","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/news/","https://www.infopro-digital.com/news/page/2/","","","","","65344","14423","14423","5,525","","126","47","2,681","58,414","Assez difficile","2,529","2","1","","232","69","0","44,520","46","22","0","6","3","0","","","","","4142f0a6b028c2e45cb609d311351511","0,051","Fri, 20 Feb 2026 06:51:17 GMT","","","","en-GB","1.1","","","","","","https://www.infopro-digital.com/news/","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/cache/min/2/app/plugins/facetwp/assets/js/src/accessibility.js?ver=1771512790","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","10","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,042","Thu, 19 Feb 2026 14:53:10 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/cache/min/2/app/plugins/facetwp/assets/js/src/accessibility.js?ver=1771512790","2026-02-20 12:50:18"
"https://www.infopro-digital.com/app/cache/min/2/app/plugins/facetwp/assets/vendor/fSelect/fSelect.js?ver=1771512790","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","10","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,044","Thu, 19 Feb 2026 14:53:10 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/cache/min/2/app/plugins/facetwp/assets/vendor/fSelect/fSelect.js?ver=1771512790","2026-02-20 12:50:18"
"https://www.infopro-digital.com/fr/actualites/communique-infopro-digital-acquiert-eucon-automotive-fournisseur-mondial-des-donnees-de-prix-et-solutions-analytiques-dans-lapres-vente-automobile/","text/html; charset=UTF-8","200","OK","Indexable","","[Communiqué] Infopro Digital acquiert Eucon Automotive, fournisseur mondial des données de prix et solutions analytiques dans l’après-vente automobile - Infopro Digital","168","1501","","0","0","","0","[Communiqué] Infopro Digital acquiert Eucon Automotive, fournisseur mondial des données de prix et solutions analytiques dans l’après-vente automobile","150","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/actualites/communique-infopro-digital-acquiert-eucon-automotive-fournisseur-mondial-des-donnees-de-prix-et-solutions-analytiques-dans-lapres-vente-automobile/","","","","","","128168","37497","37497","14,364","","334","47","7,106","39,541","Difficile","2,607","2","3","","6","3","0","1,940","37","15","0","6","3","0","","","","","f1297489237dce118ccd7a3bc83a2b9c","0,887","","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/actualites/communique-infopro-digital-acquiert-eucon-automotive-fournisseur-mondial-des-donnees-de-prix-et-solutions-analytiques-dans-lapres-vente-automobile/","2026-02-20 12:50:17"
"https://www.infopro-digital.com/app/uploads/sites/2/2025/12/couverture-guide.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","89091","89091","89091","34,129","","0","","","","","0,000","2","6","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,032","Mon, 15 Dec 2025 09:29:52 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/uploads/sites/2/2025/12/couverture-guide.png","2026-02-20 12:50:18"
"https://www.infopro-digital.com/app/plugins/wp-rocket/assets/js/wpr-beacon.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","2","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,044","Wed, 06 Aug 2025 08:31:20 GMT","","","","","1.1","","","","","","https://www.infopro-digital.com/app/plugins/wp-rocket/assets/js/wpr-beacon.min.js","2026-02-20 12:50:18"
"https://www.infopro-digital.com/fr/actualites/danielle-attias-nommee-dg-deleguee-medias-construction-collectivites-et-emploi/","text/html; charset=UTF-8","200","OK","Indexable","","[Communiqué] Danielle Attias nommée DG Déléguée - Médias Construction & Collectivités, et Emploi - Infopro Digital","114","1027","","0","0","","0","[Communiqué] Danielle Attias nommée DG Déléguée – Médias Construction & Collectivités, et Emploi","96","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/actualites/danielle-attias-nommee-dg-deleguee-medias-construction-collectivites-et-emploi/","","","","","","126117","37155","37155","14,233","","297","39","7,615","56,966","Assez difficile","2,289","2","3","","4","2","0","1,290","37","15","0","6","3","0","","","","","d077558143b65d9e9793e3cc3b981eb1","0,920","","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/actualites/danielle-attias-nommee-dg-deleguee-medias-construction-collectivites-et-emploi/","2026-02-20 12:50:17"
"https://www.infopro-digital.com/news/infopro-digital-ranked-9th-french-software-publisher-by-ey/","text/html; charset=utf-8","200","OK","Indexable","","Infopro Digital ranked 9th French software publisher by EY - Infopro Digital","76","655","","0","0","","0","Infopro Digital ranked 9th French software publisher by EY","58","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/news/infopro-digital-ranked-9th-french-software-publisher-by-ey/","","","","","","59974","13596","13596","5,208","","159","27","5,889","60,922","Normal","3,057","2","2","","14","11","0","7,100","39","16","0","6","3","0","","","","","ed3be94d2623faba530b1ae7299a0469","0,054","Fri, 20 Feb 2026 06:51:53 GMT","","","","en-GB","1.1","","","","","","https://www.infopro-digital.com/news/infopro-digital-ranked-9th-french-software-publisher-by-ey/","2026-02-20 12:50:18"
"https://www.infopro-digital.com/data-protection/","text/html; charset=utf-8","200","OK","Indexable","","Data protection - Infopro Digital","33","278","","0","0","","0","Data protection","15","Choose your language","20","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/data-protection/","","","","","","60638","12982","12982","4,973","","115","24","4,792","41,599","Difficile","2,595","2","1","","143","69","0","44,520","46","23","0","6","3","0","","","","","7cdcc502c6f580cef00f0c87ac3fa3af","0,023","Fri, 20 Feb 2026 06:31:57 GMT","","","","en-GB","1.1","","","","","","https://www.infopro-digital.com/data-protection/","2026-02-20 12:50:18"
"https://www.infopro-digital.com/fr/actualites/nomination-de-ben-wood/","text/html; charset=UTF-8","200","OK","Indexable","","Nomination de Ben Wood - Infopro Digital","40","367","","0","0","","0","Nomination de Ben Wood","22","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/actualites/nomination-de-ben-wood/","","","","","","124167","36446","36446","13,962","","85","18","4,722","65,687","Normal","1,176","2","3","","6","3","0","1,940","37","15","0","6","3","0","","","","","a39ea6a7a72794ef5c34b8f56270118f","0,918","","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/actualites/nomination-de-ben-wood/","2026-02-20 12:50:17"
"https://www.infopro-digital.com/fr/protection-des-donnees/pt/","text/html; charset=utf-8","200","OK","Indexable","","POLÍTICA DE DADOS PESSOAIS - Infopro Digital","44","424","","0","0","","0","POLÍTICA DE DADOS PESSOAIS","26","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/protection-des-donnees/pt/","","","","","","117861","31457","31457","12,051","","6218","939","6,622","31,662","Difficile","37,296","2","3","","6","3","0","1,940","37","15","0","40","31","0","","","","","680eaf5fda1f6e12d225e7690fee0a72","0,040","Fri, 20 Feb 2026 06:18:22 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/protection-des-donnees/pt/","2026-02-20 12:50:18"
"https://www.infopro-digital.com/fr/actualites/infopro-digital-a-signe-un-accord-en-vue-dacquerir-la-division-hse-du-groupe-karnov-et-renforce-son-offre-de-solutions-logicielles-pour-la-veille-reglementaire-et-la-conformite-en-matiere-d/","text/html; charset=UTF-8","200","OK","Indexable","","[Communiqué] Infopro Digital a signé un accord en vue d’acquérir la division HSE du groupe Karnov et renforce son offre de solutions logicielles pour la veille réglementaire et la conformité en matière d’HSE - Infopro Digital","225","1951","","0","0","","0","[Communiqué] Infopro Digital a signé un accord en vue d’acquérir la division HSE du groupe Karnov et renforce son offre de solutions logicielles pour la veille réglementaire et la conformité en matière d’HSE","207","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/actualites/infopro-digital-a-signe-un-accord-en-vue-dacquerir-la-division-hse-du-groupe-karnov-et-renforce-son-offre-de-solutions-logicielles-pour-la-veille-reglementaire-et-la-conformite-en-matiere-d/","","","","","","127924","37293","37293","14,286","","232","35","6,629","48,775","Difficile","1,951","2","3","","6","3","0","1,940","37","15","0","6","3","0","","","","","e69e20bda7dcf4e57e3b11c1ef4636ab","0,858","","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/actualites/infopro-digital-a-signe-un-accord-en-vue-dacquerir-la-division-hse-du-groupe-karnov-et-renforce-son-offre-de-solutions-logicielles-pour-la-veille-reglementaire-et-la-conformite-en-matiere-d/","2026-02-20 12:50:18"
"https://www.infopro-digital.com/fr/protection-des-donnees/eng/","text/html; charset=utf-8","200","OK","Indexable","","PERSONAL DATA POLICY - Infopro Digital","38","370","","0","0","","0","PERSONAL DATA POLICY","20","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.infopro-digital.com/fr/protection-des-donnees/eng/","","","","","","113589","30508","30508","11,687","","5972","912","6,548","55,652","Assez difficile","35,664","2","3","","6","3","0","1,940","37","15","0","40","31","0","","","","","bb6c0f49a4d44cb5440f95b9bc881fc3","0,038","Fri, 20 Feb 2026 06:22:17 GMT","","","","fr-FR","1.1","","","","","","https://www.infopro-digital.com/fr/protection-des-donnees/eng/","2026-02-20 12:50:18"
